"","Cues","Targets","Forward.Strength","Mediated.Strength"
"9924","ROOSTER","COCK-A-DOODLE-DO",0.052,0
"9925","ROOSTER","MORNING",0.062,0
"9926","ROPE","STRING",0.133,0.0137
"9927","ROSE","BEAUTY",0.048,0.0087
"9928","ROSE","CARNATION",0.027,0
"9929","ROSE","FLOWER",0.363,0.1004
"9930","ROSE","PETALS",0.13,0.0287
"9931","ROSES","FLOWERS",0.211,0
"9932","ROSES","VIOLET",0.041,0
"9933","ROT","DESTROY",0.026,0.0012
"9934","ROT","DETERIORATE",0.026,0.0078
"9935","ROTTEN","SPOILED",0.11,0
"9936","ROUGE","MAKE UP",0.08,0.0058
"9937","ROUGH","SANDPAPER",0.041,0
"9938","ROUGH","SCRATCH",0.034,0.0026
"9939","ROUGH","SMOOTH",0.352,0.0064
"9940","ROUND","CIRCLE",0.197,0.1864
"9941","ROUND","SQUARE",0.394,0.1259
"9942","ROUTINE","BORING",0.102,0.0179
"9943","ROUTINE","EVERYDAY",0.068,0.0053
"9944","ROUTINE","MONOTONOUS",0.029,0.002
"9945","ROUTINE","NORMAL",0.044,0.0192
"9946","ROUTINE","REGULAR",0.034,0.0068
"9947","ROUTINE","SCHEDULE",0.044,0.001
"9948","ROUTINE","STANDARD",0.053,0
"9949","ROW","COLUMN",0.049,0
"9950","ROYAL","FAMILY",0.041,0
"9951","RUB","ALCOHOL",0.053,0
"9952","RUB","MASSAGE",0.158,9e-04
"9953","RUB","SMOOTH",0.033,3e-04
"9954","RUBBER","CONDOM",0.155,0
"9955","RUBBER","STRETCH",0.027,0
"9956","RUBBER","TROJAN",0.034,0
"9957","RUBY","DIAMOND",0.25,0.0621
"9958","RUBY","EMERALD",0.028,0.0077
"9959","RUDE","INSULT",0.059,0
"9960","RUDE","OBNOXIOUS",0.089,4e-04
"9961","RUDE","PEOPLE",0.052,0.0088
"9962","RUDE","POLITE",0.044,0
"9963","RUG","CARPET",0.468,0.0241
"9964","RUIN","DESTROY",0.372,0.0029
"9965","RULE","BROKEN",0.043,0.0021
"9966","RULE","GOLDEN",0.036,0
"9967","RULE","GORDON",0.029,0
"9968","RULE","REGULATION",0.05,0
"9969","RULE","SCHOOL",0.057,0.01
"9970","RULER","DICTATOR",0.044,0
"9971","RULER","MEASURE",0.415,0.005
"9972","RULER","NUMBER",0.03,0.0055
"9973","RULER","PENCIL",0.044,0.0178
"9974","RULER","STRAIGHT",0.037,0.0031
"9975","RULES","FOLLOW",0.041,0.0027
"9976","RULES","REGULATIONS",0.178,0
"9977","RUM","ALCOHOL",0.098,0.0479
"9978","RUM","LIQUOR",0.161,0.0185
"9979","RUM","WHISKEY",0.035,0.0018
"9980","RUMOR","GOSSIP",0.146,8e-04
"9981","RUMOR","SECRET",0.028,0
"9982","RUNG","DOORBELL",0.027,0
"9983","RUNG","LADDER",0.26,0
"9984","RUNG","TELEPHONE",0.1,0
"9985","RUNNER","ATHLETE",0.072,0.0011
"9986","RUNNER","CROSS COUNTRY",0.026,0
"9987","RUNNER","JOGGER",0.092,0
"9988","RUNNER","MARATHON",0.026,0
"9989","RUNNER","SPRINT",0.039,0
"9990","RUNNER","WALKER",0.033,0
"9991","RUNNING","EXERCISE",0.071,0.0042
"9992","RUNNING","JOGGING",0.162,0
"9993","RUNNING","JUMPING",0.026,0
"9994","RUNNING","SCARED",0.045,0
"9995","RUNNING","WALKING",0.221,0
"9996","RURAL","COUNTRY",0.247,0.0106
"9997","RURAL","SUBURB",0.062,7e-04
"9998","RUSH","FRATERNITY",0.028,0.0083
"9999","RUSH","SORORITY",0.028,0.0105
"10000","RUSSIA","COMMUNIST",0.174,0
"10001","RUSSIA","COUNTRY",0.067,0.0086
"10002","RUSSIA","MOSCOW",0.06,0
"10003","RUSSIA","SOVIET",0.027,0
"10004","RUST","ORANGE",0.059,0.0014
"10005","RUST","OXIDATION",0.033,0
"10006","SACK","POTATO",0.237,0
"10007","SACRED","CHURCH",0.038,0.0398
"10008","SACRED","FRIGHTENED",0.053,0
"10009","SACRED","IMPORTANT",0.03,0.0063
"10010","SACRED","RELIGION",0.068,0.0082
"10011","SACRED","SPECIAL",0.038,0.0017
"10012","SAD","DEPRESSED",0.045,0.0021
"10013","SAD","UNHAPPY",0.051,0.0012
"10014","SAFARI","ADVENTURE",0.026,0
"10015","SAFARI","AFRICA",0.203,0.0098
"10016","SAFARI","ANIMAL",0.072,0.0295
"10017","SAFARI","DESERT",0.052,0.0043
"10018","SAFARI","ELEPHANT",0.026,0.0056
"10019","SAFARI","GIRAFFE",0.033,6e-04
"10020","SAFARI","JUNGLE",0.229,0.0104
"10021","SAFE","DANGER",0.142,0
"10022","SAFE","SECURE",0.149,0.0026
"10023","SAFETY","CAREFUL",0.064,0.0103
"10024","SAFETY","CAUTION",0.064,0.0029
"10025","SAFETY","DANGER",0.071,0.0111
"10026","SAFETY","GOGGLES",0.043,0
"10027","SAFETY","PRECAUTION",0.029,0
"10028","SAFETY","PROTECTION",0.043,0.0163
"10029","SAFETY","SEATBELT",0.257,0.0015
"10030","SAFETY","SECURE",0.029,0.0016
"10031","SAGE","PARSLEY",0.027,9e-04
"10032","SAILOR","CAPTAIN",0.031,0
"10033","SAINT","CATHOLIC",0.061,0.0089
"10034","SAINT","CHRISTOPHER",0.048,0
"10035","SAINT","CHURCH",0.079,0.0357
"10036","SAINT","HEAVEN",0.048,0.0362
"10037","SAINT","RELIGION",0.03,0.0343
"10038","SAINT","SINNER",0.03,0
"10039","SALAD","DRESSING",0.197,0
"10040","SALAD","LETTUCE",0.299,0.0034
"10041","SALAD","TOMATO",0.039,0.0886
"10042","SALAD","VEGETABLES",0.031,0.0338
"10043","SALE","BARGAIN",0.131,0.0012
"10044","SALE","CLOTHES",0.117,0.0089
"10045","SALE","DISCOUNT",0.028,0
"10046","SALES","BUSINESS",0.027,7e-04
"10047","SALES","CLOTHES",0.054,0.0066
"10048","SALES","COMMISSION",0.034,0
"10049","SALES","MARKET",0.034,0.0027
"10050","SALES","PERSON",0.034,0.0015
"10051","SALES","REPRESENTATIVE",0.048,0
"10052","SALES","RETAIL",0.034,0
"10053","SALES","SHOPPING",0.027,7e-04
"10054","SALESMAN","ANNOYING",0.1,7e-04
"10055","SALESMAN","PRODUCT",0.04,0
"10056","SALIVA","PAVLOV",0.048,0
"10057","SALOON","COWBOY",0.036,6e-04
"10058","SALT","PEPPER",0.701,0.0015
"10059","SALTINE","CRACKER",0.836,0
"10060","SALUTE","ACKNOWLEDGE",0.028,0
"10061","SALUTE","MILITARY",0.076,0.0089
"10062","SALUTE","RESPECT",0.062,0.0017
"10063","SALUTE","SOLDIER",0.083,0.0079
"10064","SAME","DIFFERENT",0.534,0.0473
"10065","SAME","SIMILAR",0.047,0.0448
"10066","SAMPLE","EXAMPLE",0.19,0
"10067","SAMPLE","POPULATION",0.034,0
"10068","SAMPLE","SURVEY",0.027,0
"10069","SAND","CASTLE",0.039,0
"10070","SANDALS","COMFORT",0.034,0
"10071","SANDALS","SUMMER",0.061,0.0043
"10072","SANDPAPER","SCRATCH",0.057,0.0146
"10073","SANDPAPER","SMOOTH",0.043,0.1513
"10074","SANDWICH","BOLOGNA",0.052,0
"10075","SANDWICH","HUNGRY",0.037,0.0075
"10076","SANDWICH","LETTUCE",0.037,0
"10077","SANDWICH","PEANUT BUTTER",0.03,0
"10078","SANDWICH","SUBMARINE",0.038,0
"10079","SANDWICH","TURKEY",0.059,0.0025
"10080","SANTA","CHRISTMAS",0.276,0
"10081","SANTA","PRESENTS",0.026,0
"10082","SAP","STICKY",0.027,9e-04
"10083","SAPPHIRE","DIAMOND",0.135,0.1077
"10084","SAPPHIRE","JEWELRY",0.027,0.0067
"10085","SASH","CLOTHES",0.061,0.0114
"10086","SASH","RIBBON",0.088,6e-04
"10087","SATIN","SHEETS",0.203,0.0056
"10088","SATIN","SMOOTH",0.072,0.0364
"10089","SATURN","JUPITER",0.065,0.0088
"10090","SATURN","PLANET",0.268,0.0925
"10091","SATURN","URANUS",0.052,0.0025
"10092","SAUCE","BARBECUE",0.036,0
"10093","SAUCE","SPAGHETTI",0.468,0.0022
"10094","SAUCE","TOMATO",0.144,0.0061
"10095","SAUCER","FLYING",0.115,0
"10096","SAUSAGE","BISCUIT",0.033,0
"10097","SAUSAGE","BREAKFAST",0.092,0.0039
"10098","SAUSAGE","ITALIAN",0.033,5e-04
"10099","SAVE","RESCUE",0.044,0
"10100","SAVE","RETAIN",0.039,0.005
"10101","SAVIOR","CHRIST",0.322,0.001
"10102","SAW","HAMMER",0.104,0.0326
"10103","SAXOPHONE","GUITAR",0.033,0.042
"10104","SAXOPHONE","INSTRUMENT",0.237,0.0263
"10105","SAXOPHONE","PLAYER",0.026,0.0061
"10106","SAXOPHONE","TRUMPET",0.072,0.0243
"10107","SAY","ANYTHING",0.034,0.0087
"10108","SAY","SOMETHING",0.034,0.0054
"10109","SAYING","CLICHE",0.04,0
"10110","SAYING","PHRASE",0.073,0
"10111","SAYING","SPEAKING",0.053,0
"10112","SAYING","TALKING",0.192,0
"10113","SAYING","TELLING",0.033,0
"10114","SCALE","WEIGHT",0.53,0.0247
"10115","SCALES","MEASURE",0.074,0.0096
"10116","SCALES","WEIGHT",0.48,0.001
"10117","SCALLOP","POTATO",0.283,0
"10118","SCALLOP","SEAFOOD",0.138,0.0148
"10119","SCALLOP","SHRIMP",0.079,0.0358
"10120","SCALP","DANDRUFF",0.065,0
"10121","SCALP","INDIAN",0.065,0
"10122","SCALPEL","DOCTOR",0.223,0.0349
"10123","SCALPEL","INSTRUMENT",0.027,4e-04
"10124","SCALPEL","SURGEON",0.047,0.0109
"10125","SCALPEL","SURGERY",0.101,0.0058
"10126","SCAPEGOAT","ANIMAL",0.026,0.0029
"10127","SCAPEGOAT","EXCUSE",0.078,0.0015
"10128","SCAPEGOAT","PERSON",0.032,0
"10129","SCAR","ACCIDENT",0.047,6e-04
"10130","SCAR","PERMANENT",0.027,0
"10131","SCAR","SCRATCH",0.027,0.0019
"10132","SCARCE","LITTLE",0.099,0.0228
"10133","SCARCE","PLENTY",0.113,0.0025
"10134","SCARCITY","ABUNDANCE",0.027,0.0021
"10135","SCARCITY","LITTLE",0.088,0.0224
"10136","SCARCITY","NOTHING",0.027,0.0047
"10137","SCARCITY","PLENTY",0.027,0.0084
"10138","SCARE","AFRAID",0.123,0.0158
"10139","SCARE","FRIGHT",0.464,0.009
"10140","SCARE","HORROR",0.036,0.0206
"10141","SCARECROW","HALLOWEEN",0.043,0
"10142","SCARECROW","MRS. KING",0.029,0
"10143","SCARED","AFRAID",0.151,0.012
"10144","SCARED","FRIGHTENED",0.315,2e-04
"10145","SCARF","HANDKERCHIEF",0.091,0
"10146","SCARF","WINTER",0.04,0.0021
"10147","SCARY","AFRAID",0.081,0.0089
"10148","SCARY","FRIGHT",0.166,0.0277
"10149","SCARY","HALLOWEEN",0.034,6e-04
"10150","SCARY","HORROR",0.166,0.0079
"10151","SCENE","LANDSCAPE",0.032,0.0015
"10152","SCENE","PICTURE",0.087,0.0044
"10153","SCENERY","BEAUTIFUL",0.08,0.011
"10154","SCENERY","COUNTRY",0.04,0
"10155","SCENERY","LANDSCAPE",0.033,0.0029
"10156","SCENERY","MOUNTAIN",0.04,0.0042
"10157","SCENERY","PICTURE",0.067,0.0027
"10158","SCENERY","PRETTY",0.053,0.0318
"10159","SCENT","PERFUME",0.103,0.0288
"10160","SCHEDULE","AGENDA",0.028,0.0012
"10161","SCHEDULE","APPOINTMENT",0.028,0
"10162","SCHEDULE","ROUTINE",0.028,0
"10163","SCHEDULE","SCHOOL",0.103,0.0459
"10164","SCHEME","CONNIVE",0.028,0
"10165","SCHEME","DEVIOUS",0.028,0
"10166","SCHEME","SNEAKY",0.028,0.0031
"10167","SCHOLARSHIP","COLLEGE",0.047,0.0162
"10168","SCHOLARSHIP","SCHOOL",0.12,0.0148
"10169","SCHOOL","COLLEGE",0.112,0.0046
"10170","SCHOOL","EDUCATION",0.031,0.0112
"10171","SCHOOL","HOMEWORK",0.036,8e-04
"10172","SCHOOL","STUDENT",0.041,0.0137
"10173","SCHOOL","TEACHER",0.036,0.0133
"10174","SCIENCE","BIOLOGY",0.214,0.0048
"10175","SCIENCE","CHEMISTRY",0.04,0.0163
"10176","SCIENCE","EXPERIMENT",0.04,0.0064
"10177","SCIENCE","FICTION",0.071,0
"10178","SCIENCE","KNOWLEDGE",0.032,4e-04
"10179","SCIENCE","PSYCHOLOGY",0.04,0.0066
"10180","SCIENCE","TECHNOLOGY",0.032,0
"10181","SCIENTIFIC","BORING",0.027,2e-04
"10182","SCIENTIFIC","CALCULATOR",0.054,2e-04
"10183","SCIENTIFIC","CHEMISTRY",0.034,0.0158
"10184","SCIENTIFIC","EXPERIMENT",0.141,0.0125
"10185","SCIENTIFIC","METHOD",0.114,4e-04
"10186","SCIENTIFIC","NOTATION",0.034,0
"10187","SCIENTIFIC","RESEARCH",0.06,0.0032
"10188","SCIENTIFIC","SCIENCE",0.027,0.0344
"10189","SCIENTIFIC","THEORY",0.027,0.0043
"10190","SCIENTIST","BIOLOGY",0.036,0.0159
"10191","SCIENTIST","CHEMISTRY",0.079,0.0224
"10192","SCIENTIST","DOCTOR",0.158,0.0082
"10193","SCIENTIST","EXPERIMENT",0.108,0.0202
"10194","SCIENTIST","SCIENCE",0.029,0.0424
"10195","SCOLD","CHASTISE",0.027,0
"10196","SCOLD","PUNISH",0.19,0
"10197","SCOLD","REPRIMAND",0.122,0.0063
"10198","SCOOP","ICE CREAM",0.412,0
"10199","SCOOP","LITTER",0.027,0
"10200","SCOOP","SHOVEL",0.108,0.0112
"10201","SCORE","TOUCHDOWN",0.036,4e-04
"10202","SCOTCH","ALCOHOL",0.074,0.0368
"10203","SCOTCH","BOURBON",0.027,0.0069
"10204","SCOTCH","BRANDY",0.027,0
"10205","SCOTCH","LIQUOR",0.054,0.0304
"10206","SCOTCH","WHISKEY",0.135,0.0064
"10207","SCOUT","COOKIE",0.027,0
"10208","SCRAMBLED","LETTERS",0.033,0.0022
"10209","SCRAP","LEFTOVERS",0.028,0
"10210","SCRATCH","SCRAPE",0.034,0
"10211","SCREAM","FRIGHT",0.039,0.0182
"10212","SCREAM","HOLLER",0.031,0.0318
"10213","SCREAM","HORROR",0.031,0.0028
"10214","SCREEN","TELEVISION",0.154,0.011
"10215","SCREEN","WINDOW",0.027,0.0073
"10216","SCREW","DRIVER",0.302,0
"10217","SCREW","HAMMER",0.028,0.0672
"10218","SCREWDRIVER","HAMMER",0.084,0.1091
"10219","SCREWDRIVER","PHILLIPS",0.035,0
"10220","SCREWDRIVER","WRENCH",0.049,0.0084
"10221","SCRIBBLE","DOODLE",0.086,0
"10222","SCRIBBLE","PENCIL",0.039,0.0244
"10223","SCRIBBLE","SCRABBLE",0.105,0
"10224","SCRIBBLE","SCRATCH",0.086,0
"10225","SCROLL","DOCUMENT",0.027,0
"10226","SCRUB","BATHTUB",0.061,6e-04
"10227","SCRUB","DISHES",0.041,9e-04
"10228","SCUBA","SNORKEL",0.027,0
"10229","SCULPTURE","ARTIST",0.028,0.0063
"10230","SCULPTURE","CREATE",0.028,0.0037
"10231","SCULPTURE","MARBLE",0.028,0.0029
"10232","SCULPTURE","PAINTING",0.083,0.0042
"10233","SCULPTURE","STATUE",0.062,6e-04
"10234","SCUM","BATHTUB",0.034,9e-04
"10235","SCUM","BUCKET",0.041,0
"10236","SEAFOOD","LOBSTER",0.143,0.0311
"10237","SEAFOOD","RESTAURANT",0.027,0
"10238","SEAFOOD","SHRIMP",0.245,0.0116
"10239","SEAL","ANIMAL",0.133,0.0205
"10240","SEAL","ENVELOPE",0.084,0.0078
"10241","SEAL","WALRUS",0.028,0
"10242","SEAM","CLOTHES",0.043,0.0382
"10243","SEAM","STITCH",0.15,0.009
"10244","SEAM","THREAD",0.036,0.0301
"10245","SEASHORE","SUNSET",0.028,0
"10246","SEASON","AUTUMN",0.033,0.009
"10247","SEASON","CHANGE",0.059,0
"10248","SEASON","CHRISTMAS",0.026,0
"10249","SEASON","SPRING",0.086,0.0848
"10250","SEASON","SUMMER",0.211,0.0888
"10251","SEASON","WINTER",0.171,0.102
"10252","SEASONING","FLAVOR",0.074,0.0121
"10253","SEASONING","GARLIC",0.027,0.0055
"10254","SEASONING","PEPPER",0.101,0.226
"10255","SEAT","CUSHION",0.064,0.0103
"10256","SEATBELT","PROTECTION",0.062,0.0112
"10257","SEATBELT","SAFETY",0.26,0.0055
"10258","SECLUDED","HIDDEN",0.066,0.0013
"10259","SECLUDED","ISOLATED",0.079,0.0088
"10260","SECLUDED","PRIVATE",0.079,0.0028
"10261","SECLUDED","SECRET",0.026,0.0153
"10262","SECOND","MINUTE",0.152,0.0026
"10263","SECRET","ADMIRER",0.036,0
"10264","SECRET","CONFIDENTIAL",0.029,0
"10265","SECRET","DEODORANT",0.064,0
"10266","SECRET","GOSSIP",0.029,8e-04
"10267","SECRET","HIDDEN",0.05,0
"10268","SECRET","PRIVATE",0.071,0.0049
"10269","SECRET","WHISPER",0.05,6e-04
"10270","SECRETARY","ASSISTANT",0.041,0.0078
"10271","SECRETARY","HELPER",0.027,0.0164
"10272","SECRETARY","OFFICE",0.075,0.0027
"10273","SECRETARY","TYPEWRITER",0.048,0.0055
"10274","SECRETARY","TYPIST",0.034,0.0022
"10275","SECRETIVE","CONFIDENTIAL",0.027,0
"10276","SECRETIVE","GOSSIP",0.027,0.0023
"10277","SECRETIVE","PRIVATE",0.075,0.0055
"10278","SECRETIVE","SECRET",0.061,0.0145
"10279","SECRETIVE","SILENT",0.027,0.0167
"10280","SECRETIVE","SNEAKY",0.068,0.0031
"10281","SECRETIVE","WHISPER",0.034,0.0031
"10282","SECTION","DIVIDE",0.041,0.0045
"10283","SECTION","PORTION",0.034,0.0087
"10284","SECURE","PROTECT",0.061,0.0052
"10285","SECURITY","BLANKET",0.068,0
"10286","SECURITY","POLICE",0.144,0.0251
"10287","SEE","VISION",0.044,0.0024
"10288","SEED","FLOWER",0.112,0.0614
"10289","SEEK","SEARCH",0.03,0.0118
"10290","SEEM","APPEAR",0.244,0
"10291","SEIZE","CAPTURE",0.109,2e-04
"10292","SEIZE","CONTROL",0.027,0.0014
"10293","SELDOM","ALWAYS",0.039,0.1175
"10294","SELDOM","HARDLY",0.032,0
"10295","SELDOM","INFREQUENT",0.039,0
"10296","SELECT","CHOICE",0.076,0.0441
"10297","SELECT","CHOOSE",0.496,0.0629
"10298","SELECTION","CHOICE",0.3,0.0205
"10299","SELECTION","CHOOSE",0.113,0.093
"10300","SELECTION","COMMITTEE",0.047,0
"10301","SELECTION","VARIETY",0.027,0.003
"10302","SELF","ESTEEM",0.028,8e-04
"10303","SELF","PERSON",0.049,0.0021
"10304","SELFISH","SELF-CENTERED",0.034,0
"10305","SELFISH","STINGY",0.041,0.0026
"10306","SELLER","BASEMENT",0.033,0
"10307","SELLER","SALESMAN",0.072,5e-04
"10308","SEMESTER","COLLEGE",0.039,0.0382
"10309","SEMESTER","QUARTER",0.046,6e-04
"10310","SEMESTER","SCHOOL",0.322,0.0283
"10311","SENATE","COMMITTEE",0.026,0
"10312","SENATE","CONGRESS",0.25,0.0027
"10313","SENATE","GOVERNMENT",0.151,0.0288
"10314","SENATE","POLITICS",0.026,0.0331
"10315","SENATOR","CONGRESS",0.053,0.0087
"10316","SENATOR","CONGRESSMAN",0.059,0
"10317","SENATOR","CORRUPT",0.033,0.0106
"10318","SENATOR","GOVERNMENT",0.138,0.0303
"10319","SENATOR","GOVERNOR",0.059,0.0021
"10320","SENATOR","POLITICIAN",0.059,0.0103
"10321","SENATOR","POLITICS",0.072,0.0256
"10322","SENATOR","PRESIDENT",0.059,0.034
"10323","SENATOR","REPRESENTATIVE",0.026,0
"10324","SENATOR","SENATE",0.026,0.0077
"10325","SEND","DELIVER",0.064,6e-04
"10326","SEND","LETTER",0.152,0.0665
"10327","SEND","RECEIVE",0.193,0.016
"10328","SENSE","COMMON",0.063,0
"10329","SENSE","NONSENSE",0.028,0
"10330","SENSITIVE","CARING",0.068,0.0012
"10331","SENSITIVE","EMOTIONAL",0.061,0.002
"10332","SENSITIVE","FEELING",0.074,9e-04
"10333","SENSITIVE","TOUCHY",0.101,0
"10334","SENTENCE","COMPOSE",0.028,0
"10335","SENTENCE","ENGLISH",0.035,0.0069
"10336","SENTENCE","PARAGRAPH",0.099,6e-04
"10337","SENTENCE","PERIOD",0.099,0
"10338","SENTENCE","PRISON",0.056,0.0091
"10339","SENTENCE","STRUCTURE",0.077,0
"10340","SENTRY","SOLDIER",0.031,0.009
"10341","SEPARATE","DIVIDE",0.382,6e-04
"10342","SEPARATE","DIVORCE",0.056,5e-04
"10343","SEPARATE","TOGETHER",0.09,0.0683
"10344","SERENE","PEACEFUL",0.14,0.0109
"10345","SERENE","TRANQUIL",0.027,0.0176
"10346","SERGEANT","DOCTOR",0.047,0
"10347","SERGEANT","GENERAL",0.054,0.0072
"10348","SERGEANT","LIEUTENANT",0.054,0
"10349","SERGEANT","MILITARY",0.101,0.0163
"10350","SERGEANT","OFFICER",0.034,0.0089
"10351","SERGEANT","POLICE",0.047,0.027
"10352","SERIAL","KILLER",0.108,0
"10353","SERIAL","MURDER",0.034,0.0157
"10354","SERIAL","NUMBER",0.527,0.0029
"10355","SERIAL","TELEVISION",0.027,0
"10356","SERIES","BASEBALL",0.192,7e-04
"10357","SERIES","CONTINUOUS",0.034,0
"10358","SERIES","NUMBERS",0.068,0
"10359","SERIES","TELEVISION",0.103,0.0069
"10360","SERIOUS","IMPORTANT",0.036,0
"10361","SERMON","CHURCH",0.272,0.0685
"10362","SERMON","LECTURE",0.109,0.004
"10363","SERMON","PREACH",0.088,0
"10364","SERMON","PREACHER",0.116,0.0084
"10365","SERMON","PRIEST",0.075,0.0197
"10366","SERMON","SPEECH",0.061,0.0074
"10367","SERPENT","DRAGON",0.041,5e-04
"10368","SERPENT","MONSTER",0.041,0
"10369","SERVANT","BUTLER",0.098,0.0409
"10370","SERVANT","MASTER",0.06,0.006
"10371","SERVER","RESTAURANT",0.086,0.0849
"10372","SERVER","TENNIS",0.026,0
"10373","SERVER","WAITER",0.467,0.0244
"10374","SERVER","WAITRESS",0.105,0.1455
"10375","SERVICE","CUSTOMER",0.034,0
"10376","SERVICE","STATION",0.262,0.0032
"10377","SESSION","MEETING",0.082,4e-04
"10378","SESSION","PERIOD",0.027,0
"10379","SESSION","SCHOOL",0.089,0.0629
"10380","SESSION","SUMMER",0.034,0.0014
"10381","SET","TELEVISION",0.107,9e-04
"10382","SEVEN","DWARVES",0.034,0
"10383","SEVEN","ELEVEN",0.108,0
"10384","SEVEN","NUMBER",0.203,0.0189
"10385","SEVERE","EXTREME",0.047,3e-04
"10386","SEVERE","HEADACHE",0.054,0.0017
"10387","SEVERE","PUNISHMENT",0.027,3e-04
"10388","SEVERE","SERIOUS",0.034,0
"10389","SEW","BUTTON",0.05,0.0018
"10390","SEW","CLOTHES",0.112,0.014
"10391","SEW","MACHINE",0.084,0
"10392","SEW","NEEDLE",0.156,0.115
"10393","SEW","STITCH",0.039,0.0022
"10394","SEW","THREAD",0.14,0.0688
"10395","SEX","APPEAL",0.041,0
"10396","SEX","FEMALE",0.145,0.0876
"10397","SEX","GENDER",0.062,0
"10398","SEX","INTERCOURSE",0.028,0
"10399","SEXY","ATTRACTIVE",0.027,0.001
"10400","SEXY","BEAUTIFUL",0.027,0.0073
"10401","SEXY","LINGERIE",0.087,0
"10402","SEXY","PRETTY",0.027,0.0271
"10403","SHACK","BASKETBALL",0.027,0
"10404","SHADE","SHADOW",0.028,0
"10405","SHADOW","FOLLOW",0.047,0
"10406","SHADOW","PERSON",0.027,0
"10407","SHAG","CARPET",0.199,0.0576
"10408","SHAKE","CHOCOLATE",0.078,0.0155
"10409","SHAKE","RATTLE",0.142,0
"10410","SHAKE","SHIVER",0.071,0.0013
"10411","SHAKE","VANILLA",0.028,0.0093
"10412","SHAME","DISGRACE",0.091,0
"10413","SHAME","EMBARRASS",0.066,0.0182
"10414","SHAMPOO","CONDITIONER",0.403,0
"10415","SHAPE","CIRCLE",0.028,0.0307
"10416","SHAPE","FIGURE",0.161,0.0046
"10417","SHAPE","SQUARE",0.028,0.0555
"10418","SHARE","FRIEND",0.074,0.0011
"10419","SHARE","SELFISH",0.027,7e-04
"10420","SHARE","TOGETHER",0.034,6e-04
"10421","SHARK","ATTACK",0.068,0
"10422","SHARK","DANGER",0.027,3e-04
"10423","SHARK","KILLER",0.027,8e-04
"10424","SHARP","NEEDLE",0.03,0.0162
"10425","SHATTER","WINDOW",0.061,0.0593
"10426","SHAVE","SMOOTH",0.048,8e-04
"10427","SHAVE","STUBBLE",0.041,0
"10428","SHE","FEMALE",0.039,0.0038
"10429","SHEARS","CLIPPERS",0.027,0
"10430","SHEARS","GARDEN",0.027,0
"10431","SHEARS","SCISSORS",0.561,0.011
"10432","SHED","CLOTHES",0.046,5e-04
"10433","SHED","GARAGE",0.04,0.0029
"10434","SHED","STORAGE",0.053,0.0013
"10435","SHEEP","ANIMAL",0.047,0.0198
"10436","SHEET","BLANKET",0.034,0.0025
"10437","SHEET","PILLOW",0.028,0.0063
"10438","SHEETS","BLANKET",0.11,0.0061
"10439","SHEETS","PILLOW",0.069,0.0137
"10440","SHELF","CABINET",0.086,0.0042
"10441","SHELF","CLOSET",0.033,0.0049
"10442","SHELF","CUPBOARD",0.026,0.0041
"10443","SHELTER","HOMELESS",0.048,0.0035
"10444","SHEPHERD","GERMAN",0.026,0
"10445","SHERIFF","DEPUTY",0.167,0
"10446","SHERIFF","OFFICER",0.029,0.0309
"10447","SHERIFF","POLICE",0.333,0.1794
"10448","SHIELD","PROTECTION",0.243,0.0256
"10449","SHIELD","WINDOW",0.027,0.002
"10450","SHIFT","CHANGE",0.122,0.0088
"10451","SHINE","BRIGHT",0.134,0.0214
"10452","SHINE","SPARKLE",0.039,0
"10453","SHINY","BRIGHT",0.059,0.0071
"10454","SHINY","GLOSSY",0.046,0
"10455","SHIRT","BLOUSE",0.135,0.0066
"10456","SHIRT","BUTTON",0.064,0.0058
"10457","SHIRT","CLOTHES",0.058,0.0285
"10458","SHIRT","COLLAR",0.032,0.0021
"10459","SHIRT","SLEEVE",0.038,5e-04
"10460","SHOCK","ELECTRIC",0.127,0
"10461","SHOCK","ELECTRICITY",0.077,0.0046
"10462","SHOCK","HORROR",0.035,0.0039
"10463","SHOCK","SCARED",0.028,0
"10464","SHOCK","SURPRISE",0.056,0
"10465","SHOCK","THERAPY",0.028,0.006
"10466","SHOCK","TRAUMA",0.028,0
"10467","SHOCK","TREATMENT",0.085,0.0015
"10468","SHOE","SANDALS",0.032,0
"10469","SHOE","SNEAKER",0.045,0.0023
"10470","SHOE","STRING",0.038,0
"10471","SHOELACE","SNEAKER",0.027,0.0186
"10472","SHOELACE","STRING",0.081,0.0157
"10473","SHOELACE","UNTIED",0.027,0
"10474","SHOES","SANDALS",0.029,0
"10475","SHOES","SNEAKERS",0.029,0.0043
"10476","SHOOTING","BULLET",0.041,0.0388
"10477","SHOOTING","GALLERY",0.041,0
"10478","SHOP","CLOTHES",0.051,0.028
"10479","SHOPPING","CLOTHES",0.064,0.0244
"10480","SHORTCAKE","DESSERT",0.069,3e-04
"10481","SHORTCAKE","STRAWBERRY",0.621,0
"10482","SHORTS","CLOTHES",0.034,0.0251
"10483","SHORTS","SUMMER",0.088,8e-04
"10484","SHOT","BULLET",0.041,0.0298
"10485","SHOT","WOUNDED",0.028,0
"10486","SHOUT","SCREAM",0.204,0.2361
"10487","SHOW","DISPLAY",0.068,0
"10488","SHOW","ENTERTAINMENT",0.027,0.0054
"10489","SHOW","PRESENT",0.027,0
